row_number;Identifiant_de_l_etablissement;Nom_etablissement
4257;0110207R;Ecole maternelle Brossolette
4258;0110209T;Ecole maternelle
4259;0110211V;Ecole élémentaire
4260;0110212W;Ecole primaire
4261;0110213X;Ecole élémentaire
4262;0110216A;Ecole primaire
4263;0110218C;Ecole primaire
4264;0110221F;Ecole primaire
4265;0110223H;Ecole primaire La Fontaine
4266;0110224J;Ecole primaire Renée Soum
4267;0110225K;Ecole élémentaire
4268;0110235W;Ecole primaire
4269;0110239A;Ecole primaire
4270;0110242D;Ecole élémentaire
4271;0110244F;Ecole maternelle
4272;0110246H;Ecole primaire Robert Badoc
4273;0110247J;Ecole élémentaire Jeanne Miquel
4274;0110248K;Ecole maternelle Danielle Casanova
4275;0110251N;Ecole primaire
4276;0110254S;Ecole primaire
4277;0110256U;Ecole élémentaire Yvan Pelissier
4278;0110258W;Ecole maternelle
4279;0110262A;Ecole élémentaire
4280;0110263B;Ecole maternelle
4281;0110265D;Ecole primaire
4282;0110266E;Ecole primaire
4283;0110267F;Ecole élémentaire
4284;0110270J;Ecole primaire
4285;0110274N;Ecole maternelle
4286;0110275P;Ecole primaire
4287;0110276R;Ecole primaire
4288;0110278T;Ecole primaire Victor Hugo
4289;0110283Y;Ecole primaire
4290;0110285A;Ecole primaire
4291;0110290F;Ecole primaire
4292;0110292H;Ecole primaire
4293;0110295L;Ecole maternelle F Dolto
4294;0110297N;Ecole maternelle
4295;0110298P;Ecole primaire
4296;0110300S;Ecole primaire
4297;0110301T;Ecole primaire
4298;0110303V;Ecole élémentaire
4299;0110306Y;Ecole élémentaire
4300;0110307Z;Ecole maternelle
4301;0110308A;Ecole maternelle
4302;0110311D;Ecole élémentaire
4303;0110319M;Ecole élémentaire
4304;0110321P;Ecole maternelle
4305;0110322R;Ecole primaire
4306;0110325U;Ecole primaire
4307;0110326V;Ecole primaire
4308;0110330Z;Ecole primaire
4309;0110332B;Ecole élémentaire
4310;0110337G;Ecole primaire
4311;0110343N;Ecole primaire
4312;0110344P;Ecole primaire
4313;0110345R;Ecole primaire
4314;0110349V;Ecole primaire Jacques Bernies
4315;0110352Y;Ecole primaire
4316;0110354A;Ecole primaire
4317;0110355B;Ecole primaire André Héléna
4318;0110357D;Ecole élémentaire Frédéric Mistral
4319;0110358E;Ecole élémentaire Marie Curie
4320;0110359F;Ecole maternelle Alphonse Daudet
4321;0110362J;Ecole élémentaire Victor Hugo
4322;0110366N;Ecole maternelle Jean Moulin
4323;0110367P;Ecole maternelle Jacques Prévert
4324;0110369S;Ecole maternelle Marcel Pagnol
4325;0110370T;Ecole primaire
4326;0110372V;Ecole primaire Gavroche
4327;0110376Z;Ecole primaire
4328;0110378B;Ecole primaire
4329;0110379C;Ecole primaire publique Pierre Perret
4330;0110380D;Ecole élémentaire
4331;0110381E;Ecole primaire
4332;0110384H;Ecole primaire Nelson Mandela
4333;0110386K;Ecole primaire
4334;0110387L;Ecole élémentaire
4335;0110391R;Ecole primaire
4336;0110394U;Ecole primaire Condorcet
4337;0110396W;Ecole élémentaire
4338;0110400A;Ecole maternelle
4339;0110401B;Ecole élémentaire
4340;0110403D;Ecole primaire de l'Auta
4341;0110412N;Ecole primaire
4342;0110413P;Ecole primaire
4343;0110416T;Ecole maternelle
4344;0110417U;Ecole primaire du Castellas
4345;0110418V;Ecole primaire
4346;0110419W;Ecole élémentaire
4347;0110420X;Ecole élémentaire
4348;0110421Y;Ecole primaire
4349;0110422Z;Ecole primaire
4350;0110426D;Ecole élémentaire Voltaire
4351;0110427E;Ecole élémentaire Lakanal
4352;0110429G;Ecole élémentaire Arago
4353;0110430H;Ecole élémentaire Montmorency
4354;0110431J;Ecole élémentaire Pierre Brossolette
4355;0110432K;Ecole élémentaire Louis Pasteur
4356;0110433L;Ecole élémentaire Léon Blum
4357;0110434M;Ecole élémentaire Jean Jaurès
4358;0110435N;Ecole élémentaire Anatole France
4359;0110436P;Ecole élémentaire Françoise de Cézelli
4360;0110437R;Ecole élémentaire Bourg
4361;0110439T;Ecole élémentaire Jean Macé
4362;0110440U;Ecole maternelle Lamartine
4363;0110441V;Ecole maternelle Suzanne Buisson
4364;0110442W;Ecole maternelle Léon Blum
4365;0110443X;Ecole maternelle Marie Curie
4366;0110444Y;Ecole maternelle Fabre d'Eglantine
4367;0110445Z;Ecole maternelle Jules Ferry
4368;0110446A;Ecole maternelle Helvétie
4369;0110447B;Ecole maternelle Pauline Kergomard
4370;0110448C;Ecole maternelle Paul Bert
4371;0110449D;Ecole primaire Gaston Bonheur
4372;0110452G;Ecole élémentaire
4373;0110457M;Ecole élémentaire André Pic
4374;0110459P;Ecole primaire
4375;0110462T;Ecole élémentaire Julien Aussenac
4376;0110464V;Ecole maternelle Jeanne Bleton
4377;0110466X;Ecole élémentaire
4378;0110467Y;Ecole élémentaire
4379;0110468Z;Ecole élémentaire
4380;0110469A;Ecole primaire
4381;0110470B;Ecole primaire
4382;0110475G;Ecole primaire
4383;0110476H;Ecole primaire
4384;0110480M;Ecole maternelle Nicole Danjou
4385;0110481N;Ecole primaire Denise Mouret
4386;0110484S;Ecole primaire Michel Bernardini
4387;0110485T;Ecole primaire Louis Bourniquel
4388;0110488W;Ecole élémentaire
4389;0110489X;Ecole primaire
4390;0110490Y;Ecole primaire
4391;0110491Z;Ecole élémentaire
4392;0110495D;Ecole primaire
4393;0110496E;Ecole élémentaire
4394;0110500J;Ecole élémentaire
4395;0110501K;Ecole primaire
4396;0110506R;Ecole élémentaire Paulin Nicoleau
4397;0110508T;Ecole maternelle Louis Pasteur
4398;0110514Z;Ecole élémentaire
4399;0110515A;Ecole primaire
4400;0110516B;Ecole élémentaire
4401;0110519E;Ecole élémentaire
4402;0110521G;Ecole maternelle Léon Cathala
4403;0110522H;Ecole élémentaire
4404;0110526M;Ecole primaire
4405;0110529R;Ecole primaire
4406;0110530S;Ecole primaire
4407;0110531T;Ecole maternelle
4408;0110532U;Ecole élémentaire Jean Blanc
4409;0110534W;Ecole primaire
4410;0110535X;Ecole primaire
4411;0110537Z;Ecole primaire J. Hudelle
4412;0110539B;Ecole primaire
4413;0110541D;Ecole primaire
4414;0110544G;Ecole primaire
4415;0110545H;Ecole primaire
4416;0110547K;Ecole primaire
4417;0110548L;Ecole élémentaire l'Estagnol
4418;0110550N;Ecole élémentaire
4419;0110552R;Ecole primaire
4420;0110558X;Ecole primaire Fabre d'Eglantine
4421;0110560Z;Ecole primaire
4422;0110563C;Ecole maternelle
4423;0110564D;Ecole primaire Paul Guilhem
4424;0110568H;Ecole primaire René Piquemal
4425;0110569J;Ecole primaire Henry Grocelle
4426;0110570K;Ecole maternelle
4427;0110573N;Ecole élémentaire
4428;0110577T;Ecole primaire
4429;0110589F;Ecole élémentaire
4430;0110593K;Ecole élémentaire
4431;0110595M;Ecole élémentaire Léon Blum
4432;0110597P;Ecole primaire la Pomelle
4433;0110598R;Ecole primaire
4434;0110603W;Ecole primaire Max Savy
4435;0110605Y;Ecole primaire
4436;0110606Z;Ecole primaire Canal des deux mers
4437;0110608B;Ecole élémentaire
4438;0110613G;Ecole élémentaire
4439;0110614H;Ecole primaire
4440;0110618M;Ecole maternelle Raymond Courriere
4441;0110621R;Ecole primaire publique Rosa Parks
4442;0110622S;Ecole primaire
4443;0110628Y;Ecole primaire
4444;0110631B;Ecole maternelle
4445;0110633D;Ecole élémentaire
4446;0110634E;Ecole primaire communale Claire Tournier
4447;0110636G;Ecole élémentaire
4448;0110637H;Ecole primaire
4449;0110640L;Ecole primaire
4450;0110643P;Ecole élémentaire
4451;0110644R;Ecole primaire
4452;0110647U;Ecole primaire
4453;0110648V;Ecole élémentaire Les Floralies
4454;0110649W;Ecole élémentaire l'Aiguille
4455;0110650X;Ecole maternelle l'Aiguille
4456;0110652Z;Ecole élémentaire
4457;0110656D;Ecole primaire
4458;0110657E;Ecole primaire
4459;0110658F;Ecole élémentaire
4460;0110660H;Ecole primaire
4461;0110665N;Collège Varsovie
4462;0110666P;Collège le Bastion
4463;0110668S;Ecole élémentaire Jean Moulin
4464;0110669T;Lycée général et technologique agricole Charlemagne
4465;0110670U;Lycée privé polyvalent Beauséjour
4466;0110672W;Collège Jules Verne
4467;0110673X;Section d'enseignement général et professionnel adapté du Collège Jules Verne
4468;0110674Y;Collège Gaston Bonheur
4469;0110675Z;Collège Michel Bousquié
4470;0110676A;Collège Saint-Exupéry
4471;0110677B;Lycée général et technologique agricole Pierre-Paul Riquet
4472;0110678C;Lycée privé  Saint-Joseph Limoux
4473;0110679D;Ecole élémentaire les Serres
4474;0110685K;Section d'enseignement général et professionnel adapté du Collège Victor Hugo
4475;0110686L;Collège Joseph Anglade
4476;0110710M;Lycée professionnel agricole Martin Luther King
4477;0110715T;Ecole maternelle
4478;0110716U;Ecole maternelle Marcelin Berthelot
4479;0110717V;Ecole élémentaire Jean Giono
4480;0110718W;Ecole élémentaire Jean Moulin
4481;0110721Z;Collège Antoine Courrière
4482;0110724C;Collège des corbières maritimes
4483;0110725D;Collège la Nadière
4484;0110728G;Ecole primaire
4485;0110729H;Ecole primaire
4486;0110730J;Ecole élémentaire Fabre d'Eglantine
4487;0110733M;Ecole primaire
4488;0110734N;Ecole maternelle Maria Montessori
4489;0110736R;Ecole primaire
4490;0110737S;Ecole primaire
4491;0110738T;Ecole maternelle Los Pitchonets
4492;0110748D;Institut médico-éducatif les Hirondelles
4493;0110753J;Institut médico-pédagogique les Hirondelles
4494;0110754K;Institut thérapeutique éducatif et pédagogique Sainte Gemme
4495;0110758P;Institut médico-éducatif Saint-Pierre Millegrand
4496;0110763V;Ecole primaire
4497;0110764W;Institut médico-pédagogique Capendu
4498;0110765X;Institut médico-pédagogique La Solo
4499;0110768A;Ecole primaire privée Jeanne d'Arc
4500;0110769B;Ecole primaire privée de l'Immaculée
4501;0110770C;Ecole primaire privée Saint Michel
4502;0110772E;Ecole primaire privée Jeanne d'Arc
4503;0110775H;Ecole primaire privée Sainte Thérèse
4504;0110776J;Ecole primaire privée Sainte Germaine
4505;0110778L;Ecole primaire privée Institution Sévigné
4506;0110779M;Ecole primaire privée Saint Joseph
4507;0110781P;Ecole élémentaire Jean Jaurès
4508;0110782R;Ecole maternelle Jean Giono
4509;0110783S;Ecole élémentaire Emile Zola
4510;0110784T;Ecole maternelle Marx Dormoy
4511;0110786V;Ecole primaire des Capitelles
4512;0110788X;Collège Montesquieu
4513;0110789Y;Section d'enseignement général et professionnel adapté du Collège Montesquieu
4514;0110791A;Ecole primaire
4515;0110793C;Ecole primaire
4516;0110794D;Ecole maternelle Marguerite Sol
4517;0110795E;Ecole primaire
4518;0110796F;Ecole élémentaire Henri Huon
4519;0110797G;Ecole maternelle Henri Huon
4520;0110798H;Ecole maternelle
4521;0110803N;Institut médico-pédagogique et institut médico-professionnel les hirondelles
4522;0110810W;Collège Simone Veil
4523;0110811X;Circonscription d'inspection du 1er degré de Limoux
4524;0110817D;Ecole primaire
4525;0110818E;Ecole primaire
4526;0110819F;Ecole primaire
4527;0110823K;Lycée professionnel Charles Cros
4528;0110824L;Section d'enseignement général et professionnel adapté du Collège de Grazailles
4529;0110825M;Collège les Fontanilles
4530;0110826N;Ecole primaire
4531;0110827P;Ecole primaire Lucien Milhau
4532;0110832V;Ecole primaire
4533;0110833W;Ecole primaire
4534;0110835Y;Ecole élémentaire Barbès
4535;0110836Z;Ecole élémentaire
4536;0110837A;Ecole primaire
4537;0110838B;Ecole élémentaire Mathieu Peyronne
4538;0110840D;Ecole secondaire privée La Clarté-Dieu
4539;0110841E;Ecole maternelle les Floralies
4540;0110842F;Ecole primaire privée la Clarté Dieu
4541;0110844H;Ecole primaire Jean Jaurès
4542;0110845J;Ecole primaire
4543;0110847L;Ecole maternelle Mathieu Peyronne
4544;0110849N;Ecole primaire Lucien Iche
4545;0110850P;Ecole primaire
4546;0110854U;Ecole maternelle Jean Jaurès
4547;0110857X;Lycée d'enseignement agricole privé Émilie de Rodat
4548;0110859Z;Collège Joseph Delteil
4549;0110861B;Ecole primaire Simone Veil
4550;0110863D;ECOLE DU CASTELAS
4551;0110866G;Ecole élémentaire Jules Ferry
4552;0110867H;Ecole maternelle Jean de La Fontaine
4553;0110868J;Ecole maternelle Las Porretas
4554;0110869K;Ecole élémentaire Antoine Signoles
4555;0110870L;Collège Antoine Pons
4556;0110871M;Ecole primaire Jean Jaurès
4557;0110879W;Ecole primaire Louis Pergaud
4558;0110880X;Ecole Arnaud Beltrame
4559;0110883A;Section d'enseignement général et professionnel adapté du Collège Joseph Delteil
4560;0110885C;Ecole primaire
4561;0110886D;Ecole élémentaire
4562;0110887E;Ecole maternelle la Souris Verte
4563;0110888F;Ecole élémentaire André Malraux
4564;0110891J;Ecole primaire Marie Catala
4565;0110896P;Collège privé Jeanne d'Arc
4566;0110912G;Ecole générale et technologique privée Saint Joseph des Carmes
4567;0110916L;Ecole maternelle
4568;0110917M;Ecole maternelle Marie Pape Carpantier
4569;0110918N;Ecole maternelle Maria Nougues Sire
4570;0110930B;Ecole maternelle Charles Perrault
4571;0110941N;Ecole élémentaire René Azalbert
4572;0110942P;Lycée agricole - centre polyvalent de formation professionnelle la Rouatière
4573;0110948W;Ecole maternelle
4574;0110950Y;Ecole maternelle l'Olivette
4575;0110951Z;Ecole primaire Olivette
4576;0110955D;Ecole maternelle Antoine de Saint-Exupéry
4577;0110956E;Ecole élémentaire Richard Chavernac
4578;0110965P;Ecole élémentaire Louis Pasteur
4579;0110967S;Ecole maternelle
4580;0110970V;Ecole maternelle Françoise Dolto
4581;0110973Y;Section d'enseignement professionnel du Lycée
4582;0110974Z;Section d'enseignement professionnel du Lycée Germaine Tillion
4583;0110981G;Ecole D'Art et Beauté (Ecole Secondaire professionnelle privée)
4584;0110984K;Lycée d'enseignement agricole privé L'Amandier
4585;0110996Y;Section d'enseignement professionnel du Lycée privé Saint Louis
4586;0111000C;Ecole primaire privée Calendreta La Granhota
4587;0111001D;Ecole primaire privée la Calandreta Ciutat
4588;0111006J;Ecole primaire privée Saint Joseph des Carmes
4589;0111007K;Section d'enseignement général et professionnel adapté du Collège Jules Ferry
4590;0111011P;Le Portrait (Ecole du second degré professionnel privée)
4591;0111012R;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois
4592;0111015U;Collège Marcelin Albert
4593;0111026F;Ecole primaire privé Calendreta Limosenca
4594;0111027G;Ecole primaire privée Calandreta Lo Becarut
4595;0111028H;Ecole primaire privée Calendreta Lo Cigal
4596;0111033N;Institut thérapeutique éducatif et pédagogique les 4 Fontaines
4597;0111034P;Collège privé L'Amandier
4598;0111037T;Ecole primaire privée Calendreta Los Cascamels
4599;0111039V;Ecole primaire privée, Institution Les Sarments
4600;0111041X;Ecole primaire privée de la Culture et de l'Education
4601;0111042Y;Ecole élémentaire
4602;0111045B;Ecole primaire privée Saint Just - Saint Pasteur
4603;0111048E;Lycée polyvalent Ernest Ferroul
4604;0111049F;Ecole primaire privée l'Envol de l'Alouette
4605;0111051H;Collège Rosa Parks
4606;0111053K;Section d'enseignement général et professionnel adapté du collège Rosa Paks
4607;0111055M;Ecole privée d'esthétique Art Création Beauté (Ecole second degré professionnel privée)
4608;0111057P;Ecole des Métiers de l'Aude (Ecole du second degré professionnel privée)
4609;0111059S;SUPEXUP, Ecoles de commerce privées
4610;0111061U;Ecole primaire privée La Providence
4611;0111062V;Ecole secondaire privée La Providence
4612;0111064X;Etablissement secondaire privé de la Culture et de l'Education (Ecole du second degré général privée)
4613;0111067A;Ecole Les Clés de l'Envol (Ecole primaire privée)
4614;0111068B;Ecole Les Clés de l'Envol (Ecole du second degré professionnelle privée)
4615;0111071E;Unités d'enseignement en maternelle autisme
4616;0111077L;Ecole Graines de Vie (Ecole primaire privée)
4617;0111084U;Unité d'enseignement en élémentaire autisme
4618;0111088Y;Ecole Graines de Vie (Ecole secondaire privée)
4619;0111095F;Collège privé Saint Just et Saint Pasteur (Ecole secondaire privée)
4620;0119999J;Direction des services départementaux de l'éducation nationale de l'Aude
4621;0120002M;Collège Voltaire
4622;0120004P;Collège Jean Jaurès
4623;0120006S;Lycée polyvalent La Découverte
4624;0120011X;Collège Pierre Soulages
4625;0120012Y;Lycée général et technologique Jean Vigo
4626;0120014A;Lycée professionnel Jean Vigo
4627;0120016C;Collège du Carladez
4628;0120017D;Collège Jean Boudou
4629;0120018E;Collège Jean Amans
4630;0120019F;Collège Célestin Sourèzes
4631;0120021H;Collège Georges Rouquier
4632;0120022J;Lycée général Ferdinand Foch
4633;0120024L;Lycée général et technologique Alexis Monteil
4634;0120025M;Lycée polyvalent Jean Jaurès
4635;0120028R;Collège Denys Puech
4636;0120029S;Collège Jean d'Alembert
4637;0120031U;Lycée général et technologique Raymond Savignac
4638;0120032V;Collège Albert Camus
4639;0120036Z;Section d'enseignement professionnel La Découverte
4640;0120037A;Lycée professionnel Alexis Monteil
4641;0120038B;Lycée professionnel Ferdinand Foch
4642;0120039C;Centre d'information et d'orientation de Rodez
4643;0120040D;Centre d'information et d'orientation de Millau
4644;0120041E;Centre d'information et d'orientation de Decazeville
4645;0120045J;Circonscription d'inspection du 1er degré de Rodez - Espalion
4646;0120049N;Circonscription d'inspection du 1er degré de Saint-Affrique
4647;0120051R;Lycée général et technologique privé Jeanne d'Arc
4648;0120052S;Lycée général privé Immaculée Conception
4649;0120055V;Collège Dominique Savio
4650;0120059Z;Lycée général et technologique privé Saint-Gabriel
4651;0120061B;Lycée général et technologique privé Saint-Joseph
4652;0120068J;Collège Saint-Louis
4653;0120070L;Collège Jeanne d'Arc
4654;0120077U;Collège des Monts et Lacs
4655;0120078V;Collège Sacré-Coeur
4656;0120080X;Collège Notre-Dame
4657;0120081Y;Collège Saint-Michel
4658;0120082Z;Collège Saint-Louis
4659;0120084B;Collège Sainte-Marie
4660;0120090H;Collège Saint-Dominique
4661;0120091J;Collège Saint-Matthieu
4662;0120092K;Collège Saint-Joseph
4663;0120096P;Lycée polyvalent du bois et de l'habitat
4664;0120101V;Collège Amans-Joseph Fabre
4665;0120105Z;Lycée professionnel privé Jeanne d'Arc
4666;0120123U;Ecole primaire publique La Pradélie
4667;0120125W;Ecole primaire publique
4668;0120126X;Ecole primaire publique Pascal Grialou
4669;0120133E;Ecole primaire publique
4670;0120134F;Ecole primaire publique
4671;0120147V;Ecole primaire publique Marcel Pagnol
4672;0120148W;Ecole primaire publique Jules Ferry
4673;0120155D;Ecole primaire publique Roger Noyer
4674;0120161K;Ecole primaire publique François Pons
4675;0120172X;Ecole primaire publique
4676;0120174Z;Ecole primaire publique
4677;0120188P;Ecole primaire publique
4678;0120189R;Ecole primaire publique Noëlle et Yves Duteil
4679;0120190S;Ecole primaire publique Arsène Ratier
